batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - divin,,ellielobio,238300,473,21200,622
1,1,original sound - Sara,"divorced, single, singlelife",sara.mi1ler,365000,107900,15800,14700
1,2,all the time - 🌟,fyp,ericaaajeannn,109500,1132,6605,133
1,3,sonido original - Sirey🥰🌹🇭🇳🫶🏻,"@rossrosy42, greenscreen, fyp%E3%82%B7, viral, followers%E2%9E%95, like, foryoupage",andersonch7,57900,18400,16700,8831
1,4,sonido original - karlenys✨,,karlenys15_,27400,359,1378,135
1,5,original sound - laughFlix,"foryou, fyp, viral, movie, tv, film, xyzbca, game, storytime, dharmann",moviemirth,363000,1802,33900,771
1,6,Hit The Road Jack - Ray Charles,,florianmacek,2100000,18300,179900,15800
1,7,"R & B, Neo Soul songs.(911925) - Sugar Kay","wiginstall, beginner, humanwigs, wigtutorial, redwig, sister, @holics.beauty",mek.bek,56000,52,3205,88
1,8,ykare stick season cover - ykare,"real, stickseason, virall",whyk4re,4500000,21100,341500,55700
2,0,original sound - Entynos,"butterflies, boys, advice",entynios,45200,5352,8432,19400
2,1,AYE WHY YOU USING THIS SOUND RN HUH - Shadow,"roblox, fyp, trend, trending, viral, asian, chinese, 08, 09, nowayage, blowup, guess, tiktok, china, taiwanese, longhair, asianmakeup, fyp, fyp%E3%82%B7, fyp%E3%82%B7%E3%82%9Aviral, foryiu, foryiupage, blowiyup, like, follow, share, comment, age",notmiji640,91600,1460,7760,425
2,2,Barbie - JaidynAlexis,"lgbt, lgbtq, foryou, couples, couplestiktok, lgbtcouples, fyp",baibeeegrl,179000,389,7364,741
2,3,It's Not so Bad - Cummrs,recovery,paulieepaull,674900,16500,56800,1309
2,4,original sound - Faith Hill,"happynewyear, 2024",serene.hesri,34200,119,4545,70
2,5,som original - Modelos CapCut 🚀,"girlfriend, love, happycouple, datenight, happywifehappylife",anneacraig,464600,902,20000,3147
2,6,original sound - Erica Deazsa,,ericadeazsa,118300,2118,4024,660
2,7,original sound - Miss_Snowwolf_jku,,miss_snowwolf_jku,278000,680,26700,779
2,8,original sound - Jack Doherty,"@mckinleyrichardson, jackdoherty",jackdoherty,24000,807,2211,85
2,9,original sound - Food Dudes,"foodhacks, viralrecipe, tiktokfood, chickfila",fooddudescook,1400000,17200,120200,37400
2,10,original sound - emmaifeanyi-GrwHost,emmaifeanyi,emmaifeanyi_grwhost,23000,10100,1695,9781
2,11,original sound - alexcia,,_alexciagresko,2500000,7795,125300,10900
2,12,original sound - slay💁🏻‍♀️,fyp,meganfoxgaymer,440000,2404,15900,4369
2,13,original sound - Joe Mele,,mmmjoemele,4400000,20400,284900,5762
2,14,original sound - QCP,@albert_cancook,itsqcp,668600,1830,47000,2529
2,15,500lbs - Slowed Down - Lil Tecca,,neyapt2,1900000,2446,64800,2476
2,16,original sound - OfficialJoeMotivation2.0,@ahlam4549,ike_ike_0,84200,53800,21800,22300
2,17,original sound - gianna,,giannamjoyce,418700,5137,56900,5088
2,18,Cry - Cigarettes After Sex,"viral, pellianazxn, piperrockelle",pellianazxn,19000,41,2077,81
2,19,original sound - The Mannii Show,"unbanthemanniishow, freecomedy",the_mannii,178100,942,18100,1384
2,20,original sound - KEEMOKAZI,,keemokazi,520100,1496,40100,684
2,21,original sound - Spotify music,pov,dailymug69,134700,1145,16600,351
2,22,original sound - Blameitonkway,"bf, thanksgiving",ebod316,484700,1161,16400,4190
