batch,index,music,hashtag,author,likes,comments,shares,saves
1,1,original sound - Paul,,asher.lara,255600,1442,15800,1229
1,6,bent instrumental - ⚜️,"aesdr, relatable, viral, fyp, rizz, babysitter",yourkute,77600,362,16200,451
1,9,Cha Cha by Zeddy Will - zeddy not will 🤠,,therushgirls,15400,0,1958,28
1,10,my audio is famous - Yoseph,"couples, heightdifference, tallguys, shortgirls, holidaypartyoutfit, couplesfits",ashlyn_bischoff,850400,4755,46100,9580
2,2,original sound - justice ⚔️,"winterformal, formal, turnabout, bftransition, dancetransition, turnabout, fyp, viral, foryoupage",madelyñ,222600,171,18300,658
2,3,My Love Mine All Mine - Mitski,"fyp, bf, tattoo, bitemarktattoo, foryou, trending, onthisday, fypviral%E3%82%B7",bettyzootattoo,1000000,8187,82900,89200
2,5,Epic Legend - Auracle,"twix, twixrecipe",bestfoodsecrets,85200,1782,49200,10700
2,11,Use my sound - jojo,shorts,dre_da_dancer,14400,35,866,12
2,14,bless. - suritasarapist69,"fyp, crush, viral",joshterrellclips,159200,584,16400,178
2,17,original sound - Sarah,fyp,kate.nita.secreet72,9137,47,1501,109
2,18,original sound - Lil Tony Fr,"heart, fyp, ontopmelo, fyp%E3%82%B7, romantolit",ontopmelo__,53200,601,7876,143
2,21,happy birthday,,malou_lcr19,143400,234,13400,427
2,22,original sound - Scarletvas,,scarletvas,468600,661,22200,563
2,23,she wanna go viral - libby reynolds,"fyppppppppppppppppppppppppppppppppppp, tiktokuganda",sw.eetcakes,208700,0,13900,1473
2,25,Brutus (Instrumental) - The Buttress,"adhd, sigmagirl, kawaiigirl, @cherri_cherrri",greapaxcherri,1300000,14400,110100,16300
3,1,original sound - Nayib Bukele,,nayibbukele,155300,4275,8549,5458
3,2,original sound - Carlos_Eduardo_Espina,,carlos_eduardo_espina,110600,4209,7369,8874
3,6,original sound - Kadisha🕷️,"fyp, kattwilliams, christucker, jeffreyepstein",kadishalynnnn,200700,2451,20400,8241
